Company,Cluster,Cluster_Label,Debt_Ratio,Profit_Margin,Cash_Ratio,Asset_Efficiency,Return_on_Assets,PRS_Score,Risk_Level
"TYSON FOODS, INC.",0,Medium Risk Cluster,0.2576377523186034,0.008633357825128581,0.13022763366860773,1.484997272231315,0.012820512820512822,38.37,Low Risk
Talen Energy Corp,0,Medium Risk Cluster,0.9,-0.08527131782945736,0.07033639143730885,0.236697247706422,-0.02018348623853211,77.67,High Risk
Targa Resources Corp.,0,Medium Risk Cluster,0.3745043616177637,0.11274221961244861,0.017998941238750663,0.6752577319587629,0.07613005551149882,48.7,Low Risk
TechnipFMC plc,0,Medium Risk Cluster,0.6630434782608696,0.09667673716012085,0.15350223546944858,0.9812252964426877,0.09486166007905139,43.56,Low Risk
"Tesla, Inc.",0,Medium Risk Cluster,0.3986648283869095,0.03996625540440789,0.3005096468875137,0.6881213264639721,0.02750163268267905,39.47,Low Risk
"Texas Roadhouse, Inc.",0,Medium Risk Cluster,0.5830985915492958,0.04591836734693878,0.06280193236714976,1.656338028169014,0.07605633802816902,48.87,Low Risk
"Toll Brothers, Inc.",0,Medium Risk Cluster,0.42906336088154273,0.18907563025210086,0.20224719101123595,0.4917355371900826,0.09297520661157026,34.5,Low Risk
TopBuild Corp,0,Medium Risk Cluster,0.649016641452345,0.21848739495798322,0.04195804195804195,0.36006051437216335,0.07866868381240545,54.05,Low Risk
"Trade Desk, Inc.",0,Medium Risk Cluster,0.5967479674796747,0.15172413793103448,0.1798365122615804,0.47154471544715443,0.07154471544715446,43.52,Low Risk
Trane Technologies plc,0,Medium Risk Cluster,0.5985060690943044,0.1975642760487145,0.1372854914196568,0.6900093370681605,0.13632119514472454,37.93,Low Risk
TransDigm Group INC,0,Medium Risk Cluster,1.4225229157573114,0.23442808607021515,0.08622276772015955,0.38542121344391095,0.09035355739851593,57.16,Medium Risk
TransUnion,0,Medium Risk Cluster,0.5913591359135915,0.10043668122270742,0.1293759512937595,0.41224122412241226,0.04140414041404141,51.64,Low Risk
"UDR, Inc.",0,Medium Risk Cluster,0.6088595664467484,0.22222222222222224,0.0015479876160990713,0.16116870876531575,0.03581526861451461,64.47,Medium Risk
UL Solutions Inc.,0,Medium Risk Cluster,0.5582191780821918,0.10819672131147542,0.17791411042944785,1.0445205479452055,0.113013698630137,37.66,Low Risk
UNION PACIFIC CORP,0,Medium Risk Cluster,0.7350071736011478,0.3655913978494623,0.024790162014444662,0.28020086083213774,0.1024390243902439,56.99,Medium Risk
"UNITED RENTALS, INC.",0,Medium Risk Cluster,0.6996986943421493,0.1546583850931677,0.022009569377990434,0.53900234348845,0.08336123200535656,57.4,Medium Risk
UNITEDHEALTH GROUP INC,0,Medium Risk Cluster,0.6714904063569999,0.039815909195956206,0.11718299018664614,0.9784029976096681,0.038956004909877905,51.13,Low Risk
UNIVERSAL HEALTH SERVICES INC,0,Medium Risk Cluster,0.6081777205408887,0.0858294930875576,0.01482265749073584,1.1178364455891823,0.09594333547971669,54.54,Low Risk
US BANCORP DE,0,Medium Risk Cluster,0.905163573337185,0.2641311933007676,0.013164403453062917,0.04139524806817361,0.010933776269227992,73.22,High Risk
US Foods Holding Corp.,0,Medium Risk Cluster,0.6915351506456242,0.017250126839167934,0.004149377593360996,2.827833572453372,0.04878048780487806,62.55,Medium Risk
"Uber Technologies, Inc",0,Medium Risk Cluster,0.545631067961165,0.19319492502883506,0.2108540925266904,0.841747572815534,0.16262135922330098,31.73,Low Risk
"Ulta Beauty, Inc.",0,Medium Risk Cluster,0.585,0.10619469026548671,0.19943019943019943,1.8833333333333335,0.19999999999999998,35.57,Low Risk
Unum Group,0,Medium Risk Cluster,0.8249370277078085,0.05657492354740061,0.007108778625954199,0.20591939546599494,0.011649874055415616,80.04,Very High Risk
VERISIGN INC/CA,0,Medium Risk Cluster,2.6165413533834583,0.1927710843373494,0.08908045977011494,1.2481203007518795,0.24060150375939848,48.24,Low Risk
VICI PROPERTIES INC.,0,Medium Risk Cluster,0.3959760273972603,0.6932668329177057,0.030270270270270273,0.0858304794520548,0.05950342465753424,49.97,Low Risk
"Ventas, Inc.",0,Medium Risk Cluster,0.5302645886190649,0.04631217838765009,0.050580997949419,0.21130844508880028,0.009786154403769483,65.85,High Risk
"Venture Global, Inc.",0,Medium Risk Cluster,0.7754911131898972,0.07116920842411038,0.05669481302774427,0.25762394761459306,0.01833489242282507,69.59,High Risk
Veralto Corp,0,Medium Risk Cluster,1.228218465539662,0.1709090909090909,0.21492853361566963,0.7152145643693107,0.12223667100130038,46.98,Low Risk
"Verisk Analytics, Inc.",0,Medium Risk Cluster,0.95,0.2964169381107492,0.37011884550084895,0.4951612903225806,0.1467741935483871,42.46,Low Risk
Viatris Inc,0,Medium Risk Cluster,0.60446356547459,0.0,0.05871886120996441,0.3845119655821458,0.0,66.58,High Risk
"Viper Energy, Inc.",0,Medium Risk Cluster,0.18232044198895028,-0.05000000000000001,0.004329004329004329,0.11049723756906077,-0.005524861878453039,71.71,High Risk
Vistra Corp.,0,Medium Risk Cluster,0.8770156438026474,0.05298759864712514,0.021679473106476402,0.4269554753309266,0.02262334536702768,73.46,High Risk
Vulcan Materials CO,0,Medium Risk Cluster,0.4880239520958084,0.13881748071979436,0.022085889570552145,0.46586826347305393,0.06467065868263473,53.09,Low Risk
W. P. Carey Inc.,0,Medium Risk Cluster,0.548082267926626,0.27325581395348836,0.016227180527383367,0.09560867148415787,0.02612562534741523,60.08,Medium Risk
"W.W. GRAINGER, INC.",0,Medium Risk Cluster,1.0541294642857142,0.09531772575250835,0.061408152461619896,2.002232142857143,0.19084821428571427,55.22,Medium Risk
WASTE MANAGEMENT INC,0,Medium Risk Cluster,0.7818499127399651,0.18715469613259667,0.005580357142857143,0.3158813263525305,0.05911867364746946,66.05,High Risk
WATERS CORP /DE/,0,Medium Risk Cluster,0.49606299212598426,0.2018927444794953,0.2341269841269841,0.6240157480314961,0.12598425196850394,32.38,Low Risk
WATSCO INC,0,Medium Risk Cluster,2.1417233560090705,0.06906077348066299,0.04552673372154579,1.6417233560090703,0.11337868480725623,60.97,Medium Risk
WATTS WATER TECHNOLOGIES INC,0,Medium Risk Cluster,2.639485060690944,0.13934426229508198,0.04340921122286924,0.8472222222222222,0.11805555555555557,59.13,Medium Risk
WEBSTER FINANCIAL CORP,0,Medium Risk Cluster,0.8871178779588439,0.3448275862068966,0.004994636631804774,0.034495063637444985,0.011894849530153444,72.67,High Risk
"WEC ENERGY GROUP, INC.",0,Medium Risk Cluster,0.18332686335403725,0.06530612244897958,0.0031762837480148226,0.19021739130434784,0.012422360248447204,63.79,Medium Risk
WELLS FARGO & COMPANY/MN,0,Medium Risk Cluster,0.8501924230307892,0.250881730543146,0.001193188999862925,0.1062824870051978,0.02666433426629345,72.6,High Risk
WELLTOWER INC.,0,Medium Risk Cluster,0.3580980683506687,0.02029520295202952,0.2087136929460581,0.1610698365527489,0.0032689450222882616,54.95,Low Risk
WESCO INTERNATIONAL INC,0,Medium Risk Cluster,0.6955730745906611,0.07655502392344499,0.018308631211857017,0.5069739235900546,0.0388114008489994,65.33,High Risk
WESTERN DIGITAL CORP,0,Medium Risk Cluster,0.6042857142857143,0.19852941176470587,0.24940898345153661,0.6799999999999999,0.13499999999999998,34.84,Low Risk
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0,Medium Risk Cluster,0.4929768917082012,0.48953974895397484,0.0431985294117647,0.10829179882193023,0.05301314000906207,51.61,Low Risk
WESTLAKE CORP,0,Medium Risk Cluster,0.5345691382765531,-0.13518352730528202,0.2549203373945642,0.5596192384769538,-0.07565130260521041,51.04,Low Risk
WEYERHAEUSER CO,0,Medium Risk Cluster,0.43287176399759186,0.04630969609261939,0.06397774687065369,0.41601444912703195,0.01926550270921132,55.89,Medium Risk
"WILLIAMS COMPANIES, INC.",0,Medium Risk Cluster,0.1612600307324569,0.2192468619246862,0.01588141874007411,0.20402936656991633,0.04473279836093563,48.52,Low Risk
WILLIS TOWERS WATSON PLC,0,Medium Risk Cluster,0.727395868608195,0.164778578784758,0.1457169459962756,0.32881815103284795,0.054182187605824585,51.81,Low Risk
WYNN RESORTS LTD,0,Medium Risk Cluster,1.078565980167811,0.04910714285714286,0.10325318246110325,0.5125858123569794,0.025171624713958812,65.49,High Risk
"Warner Bros. Discovery, Inc.",0,Medium Risk Cluster,0.6286970423661071,0.06919431279620852,0.07263191354100446,0.1054156674660272,0.007294164668265388,68.46,High Risk
Warner Music Group Corp.,0,Medium Risk Cluster,0.9226856561546287,0.08071748878923767,0.05843439911797133,0.4537131230925737,0.03662258392675483,67.63,High Risk
"Waste Connections, Inc.",0,Medium Risk Cluster,0.6095598674869854,0.11404435058078141,0.0038819875776397515,0.44817794604827266,0.05111216280170375,63.51,Medium Risk
Wayfair Inc.,0,Medium Risk Cluster,1.8081395348837208,-0.06567796610169492,0.2379421221864952,1.372093023255814,-0.09011627906976745,56.75,Medium Risk
"Western Midstream Partners, LP",0,Medium Risk Cluster,0.7226666666666667,0.3072916666666667,0.07564575645756458,0.256,0.07866666666666666,52.03,Low Risk
"Woodward, Inc.",0,Medium Risk Cluster,0.4449244060475162,0.12324929971988796,0.16019417475728157,0.7710583153347732,0.09503239740820735,35.8,Low Risk
"Workday, Inc.",0,Medium Risk Cluster,0.5683453237410072,0.32242990654205606,0.1460564751703992,0.1184283342556724,0.03818483674598782,46.7,Low Risk
XCEL ENERGY INC,0,Medium Risk Cluster,0.1160747204129286,0.17504332755632585,0.013763896241397565,0.14182131006513454,0.024824874032198598,52.41,Low Risk
"XPO, Inc.",0,Medium Risk Cluster,1.1532356532356534,0.041343669250646,0.0328215987294865,0.9450549450549451,0.03907203907203907,66.67,High Risk
Xylem Inc.,0,Medium Risk Cluster,0.33352240499149177,0.10619469026548674,0.25170068027210885,0.5127623369256948,0.05445263754963131,36.41,Low Risk
YUM BRANDS INC,0,Medium Risk Cluster,1.8926829268292684,0.19001218026796587,0.04574742268041237,1.0012195121951222,0.19024390243902442,53.7,Low Risk
"Yum China Holdings, Inc.",0,Medium Risk Cluster,0.43413729128014844,0.07881355932203389,0.10897435897435899,1.0946196660482377,0.0862708719851577,39.61,Low Risk
ZEBRA TECHNOLOGIES CORP,0,Medium Risk Cluster,0.5776470588235294,0.07777777777777777,0.024439918533604887,0.6352941176470589,0.04941176470588235,57.78,Medium Risk
"ZIMMER BIOMET HOLDINGS, INC.",0,Medium Risk Cluster,0.44997834560415767,0.08626974483596597,0.05678537054860442,0.35643135556517974,0.030749242096145515,55.66,Medium Risk
Zoetis Inc.,0,Medium Risk Cluster,0.7847446670976083,0.28194297782470956,0.128500823723229,0.612152553329024,0.17259211376858435,43.07,Low Risk
"Zscaler, Inc.",0,Medium Risk Cluster,0.7196261682242991,-0.0149812734082397,0.5173160173160173,0.4158878504672897,-0.006230529595015576,56.81,Medium Risk
nVent Electric plc,0,Medium Risk Cluster,0.45547445255474456,0.1825192802056555,0.060897435897435896,0.5678832116788322,0.10364963503649635,42.67,Low Risk
ABBOTT LABORATORIES,1,Low Risk Cluster,0.10892630607773038,0.147078727723889,0.9020645844362095,0.5112443778110944,0.07519317264444701,23.49,Low Risk
ADOBE INC.,1,Low Risk Cluster,0.6057627118644068,0.29995793016407235,0.3038612199216564,0.8057627118644067,0.24169491525423728,28.63,Low Risk
ADVANCED MICRO DEVICES INC,1,Low Risk Cluster,0.12277395034446899,0.125,0.5865537321334039,0.4502794748472637,0.056284934355907965,28.98,Low Risk
ALIGN TECHNOLOGY INC,1,Low Risk Cluster,0.34991974317817015,1.051282051282051,0.5,0.06260032102728731,0.06581059390048154,33.11,Low Risk
AMAZON COM INC,1,Low Risk Cluster,0.04503148378965643,0.1599569486354973,2.062343250397037,0.378466113554579,0.060538284686126084,23.95,Low Risk
AMGEN INC,1,Low Risk Cluster,0.10426095595540347,0.3033044846577498,0.9666490206458445,0.28060492328071535,0.08510873164808477,22.22,Low Risk
APPLIED INDUSTRIAL TECHNOLOGIES INC,1,Low Risk Cluster,0.41823899371069184,2.702114190129746,0.19548872180451127,0.010682364440721926,0.12264150943396226,40.23,Low Risk
APPLIED MATERIALS INC /DE,1,Low Risk Cluster,0.43746556473829207,0.47912388774811776,0.45591939546599497,0.4024793388429752,0.1928374655647383,27.48,Low Risk
Accenture plc,1,Low Risk Cluster,0.1444410460315033,0.11023396009760297,1.2154579142403388,1.0654534332466739,0.11744915124636794,19.89,Low Risk
AeroVironment Inc,1,Low Risk Cluster,2.639485060690944,2.702114190129746,0.004235044997353097,0.22959183673469385,0.31078385848535156,66.27,High Risk
AppLovin Corp,1,Low Risk Cluster,0.7052341597796143,0.6076642335766423,0.48632812500000006,0.7548209366391185,0.31078385848535156,28.26,Low Risk
"Arista Networks, Inc.",1,Low Risk Cluster,0.3640102827763496,0.3895671476137625,0.2768361581920904,0.4632390745501285,0.18046272493573265,26.36,Low Risk
"Astera Labs, Inc.",1,Low Risk Cluster,0.11111111111111112,0.25882352941176473,1.0,0.5555555555555556,0.1437908496732026,17.46,Low Risk
BIOMARIN PHARMACEUTICAL INC,1,Low Risk Cluster,0.19894598155467721,0.2671755725190839,0.8675496688741722,0.1725955204216074,0.0461133069828722,29.08,Low Risk
Baker Hughes Co,1,Low Risk Cluster,0.23104207436399216,0.09340064911648034,0.7432503970354685,0.6783268101761252,0.06335616438356163,28.6,Low Risk
BeOne Medicines Ltd.,1,Low Risk Cluster,0.4676434676434677,1.2083333333333333,1.18798955613577,0.029304029304029304,0.03540903540903541,35.11,Low Risk
"BridgeBio Pharma, Inc.",1,Low Risk Cluster,2.559523809523809,1.96,0.1893687707641196,0.4251700680272108,0.31078385848535156,45.85,Low Risk
Brookfield Asset Management Ltd.,1,Low Risk Cluster,0.39530791788856307,0.49792531120331945,0.2344213649851632,0.28269794721407626,0.1407624633431085,31.62,Low Risk
CAMDEN PROPERTY TRUST,1,Low Risk Cluster,0.5088495575221239,2.702114190129746,0.006521739130434783,0.010682364440721926,0.0420353982300885,58.37,Medium Risk
CINTAS CORP,1,Low Risk Cluster,0.9608341810783316,1.1172839506172838,0.02752779248279513,0.16480162767039674,0.18413021363173956,63.13,Medium Risk
COCA COLA CO,1,Low Risk Cluster,0.09010684983781722,0.2734668335419274,1.0873478030704076,0.45735546651402403,0.12507155123068117,18.58,Low Risk
COMCAST CORP,1,Low Risk Cluster,0.04503148378965643,0.16451427161306245,1.003705664372684,0.445915709936544,0.07335949822103217,23.3,Low Risk
COPART INC,1,Low Risk Cluster,0.08721506442021804,2.702114190129746,0.2159090909090909,0.052527254707631324,0.15361744301288405,31.43,Low Risk
"Cboe Global Markets, Inc.",1,Low Risk Cluster,0.44790547798066593,0.4932735426008969,0.5323741007194245,0.23952738990332975,0.11815252416756176,30.59,Low Risk
"Coinbase Global, Inc.",1,Low Risk Cluster,0.5015166835187057,0.1754874651810585,0.7587365591397849,0.24199528142905288,0.042467138523761376,37.82,Low Risk
Credo Technology Group Holding Ltd,1,Low Risk Cluster,0.11054421768707481,0.11363636363636365,1.846153846153846,0.37414965986394555,0.04251700680272109,28.86,Low Risk
DANAHER CORP /DE/,1,Low Risk Cluster,0.1011262880421759,0.18149824032176973,2.062343250397037,0.23831775700934582,0.04325425353462737,26.81,Low Risk
"DELTA AIR LINES, INC.",1,Low Risk Cluster,0.11614608952287261,0.4655493482309125,0.45632609846479616,0.13207083128381703,0.061485489424495825,28.32,Low Risk
DEXCOM INC,1,Low Risk Cluster,0.5662460567823344,2.702114190129746,0.2562674094707521,0.03470031545741325,0.13249211356466878,42.81,Low Risk
"DOCUSIGN, INC.",1,Low Risk Cluster,0.5012468827930174,0.3590604026845638,0.32338308457711445,0.743142144638404,0.2668329177057357,24.52,Low Risk
"Dynatrace, Inc.",1,Low Risk Cluster,0.3671497584541063,0.2823529411764706,0.6710526315789473,0.41062801932367154,0.11594202898550725,26.24,Low Risk
EAST WEST BANCORP INC,1,Low Risk Cluster,0.8894691035683203,2.702114190129746,0.058568632932625105,0.010682364440721926,0.016536118363794605,63.0,Medium Risk
EASTGROUP PROPERTIES INC,1,Low Risk Cluster,0.35727440147329653,1.3611111111111112,0.010309278350515464,0.13259668508287292,0.18047882136279927,49.78,Low Risk
ELI LILLY & Co,1,Low Risk Cluster,0.08397048364153627,0.3166615526235041,0.7697194282689253,0.5794807965860598,0.18349928876244664,15.46,Low Risk
ERIE INDEMNITY CO,1,Low Risk Cluster,0.318452380952381,0.33136094674556216,0.25233644859813087,0.5029761904761905,0.16666666666666669,25.8,Low Risk
"EXELIXIS, INC.",1,Low Risk Cluster,0.2394366197183099,1.7333333333333334,0.7058823529411764,0.15845070422535212,0.2746478873239437,26.24,Low Risk
Edwards Lifesciences Corp,1,Low Risk Cluster,0.24525547445255474,0.17627677100494235,0.875,0.443065693430657,0.0781021897810219,26.79,Low Risk
"F5, INC.",1,Low Risk Cluster,0.2579113924050633,0.2233009708737864,0.8220858895705523,0.48892405063291133,0.1091772151898734,22.98,Low Risk
FAIR ISAAC CORP,1,Low Risk Cluster,1.9304812834224596,1.7567567567567568,0.036011080332409975,0.1978609625668449,0.31078385848535156,62.01,Medium Risk
"FIRST SOLAR, INC.",1,Low Risk Cluster,0.28378378378378377,0.2931034482758621,0.7407407407407407,0.3918918918918919,0.11486486486486487,24.34,Low Risk
"GILEAD SCIENCES, INC.",1,Low Risk Cluster,0.160030498136225,0.3446739570676387,0.5727898358920064,0.41833276855303286,0.1441884107082345,21.25,Low Risk
GLOBUS MEDICAL INC,1,Low Risk Cluster,0.13773584905660377,0.1836734693877551,0.726027397260274,0.5547169811320755,0.1018867924528302,22.08,Low Risk
GOLDMAN SACHS GROUP INC,1,Low Risk Cluster,0.8501924230307892,2.130192188468692,0.05930402424363567,0.010682364440721926,0.021466413434626123,61.66,Medium Risk
GameStop Corp.,1,Low Risk Cluster,0.16156462585034012,0.034031413612565446,2.062343250397037,0.6496598639455782,0.022108843537414966,30.92,Low Risk
Grayscale Bitcoin Trust ETF,1,Low Risk Cluster,0.04503148378965643,0.12151270923744575,2.062343250397037,0.5562068965517241,0.06758620689655172,22.87,Low Risk
"Guidewire Software, Inc.",1,Low Risk Cluster,0.463235294117647,1.3611111111111112,0.5555555555555555,0.2647058823529411,0.31078385848535156,28.96,Low Risk
HONEYWELL INTERNATIONAL INC,1,Low Risk Cluster,0.12818946796959826,0.129482617027101,1.3223928004235044,0.4957926167209554,0.06419652551574376,25.27,Low Risk
"HOULIHAN LOKEY, INC.",1,Low Risk Cluster,0.4293193717277487,0.16736401673640167,0.5914634146341463,0.6256544502617801,0.10471204188481677,28.12,Low Risk
IDEXX LABORATORIES INC /DE,1,Low Risk Cluster,0.5223880597014925,0.24651162790697675,0.10285714285714286,1.2835820895522387,0.31078385848535156,30.87,Low Risk
INCYTE CORP,1,Low Risk Cluster,0.257183908045977,0.3805309734513274,1.7318435754189945,0.4870689655172414,0.1853448275862069,18.28,Low Risk
INTEL CORP,1,Low Risk Cluster,0.04503148378965643,-0.00510879848628193,1.5108523028057173,0.24996452726670765,-0.0012770183985243344,40.44,Low Risk
INTUITIVE SURGICAL INC,1,Low Risk Cluster,0.12316715542521994,0.2842942345924453,1.3373015873015874,0.4916911045943304,0.13978494623655913,17.56,Low Risk
ITT INC.,1,Low Risk Cluster,0.3518225039619652,0.12436548223350254,0.7837837837837837,0.624405705229794,0.07765451664025357,28.47,Low Risk
KLA CORP,1,Low Risk Cluster,0.7081518357187306,0.33388157894736836,0.18277680140597538,0.7566894835096453,0.25264467952706904,34.67,Low Risk
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",1,Low Risk Cluster,0.19028340080971656,0.02666666666666667,1.1914893617021278,0.30364372469635625,0.008097165991902834,40.71,Low Risk
LAM RESEARCH CORP,1,Low Risk Cluster,0.5377049180327869,1.654320987654321,0.5566202090592334,0.15175644028103044,0.25105386416861825,34.67,Low Risk
LOGITECH INTERNATIONAL S.A.,1,Low Risk Cluster,0.3983050847457627,0.13846153846153847,1.0638297872340425,1.2853107344632768,0.17796610169491525,21.39,Low Risk
MONOLITHIC POWER SYSTEMS INC,1,Low Risk Cluster,0.1575178997613365,1.8787878787878787,1.6666666666666667,0.07875894988066826,0.14797136038186157,25.47,Low Risk
MOODYS CORP /DE/,1,Low Risk Cluster,0.7340492735312697,0.5857142857142856,0.20481927710843373,0.2653190145293746,0.15540113708149084,43.38,Low Risk
MUELLER INDUSTRIES INC,1,Low Risk Cluster,0.13404825737265416,0.1842105263157895,2.062343250397037,1.1206434316353886,0.2064343163538874,13.19,Low Risk
Maplebear Inc.,1,Low Risk Cluster,0.26287262872628725,0.12032085561497326,0.6597938144329897,1.013550135501355,0.12195121951219513,23.11,Low Risk
"Marvell Technology, Inc.",1,Low Risk Cluster,0.35800807537012114,0.326007326007326,0.3308270676691729,0.3674293405114401,0.11978465679676985,28.87,Low Risk
"Medpace Holdings, Inc.",1,Low Risk Cluster,0.7676767676767677,0.17786561264822137,0.32894736842105265,1.2777777777777777,0.2272727272727273,35.02,Low Risk
"Merck & Co., Inc.",1,Low Risk Cluster,0.06900708701687733,0.2807260421473619,1.5415563790365272,0.4749762548403595,0.13333820413531086,17.12,Low Risk
"Meta Platforms, Inc.",1,Low Risk Cluster,0.40648052019015357,1.1918819188192002,0.24109423309584618,0.11105950494508497,0.13236981585705831,36.01,Low Risk
"MongoDB, Inc.",1,Low Risk Cluster,0.21542553191489364,-0.02845528455284553,1.3333333333333333,0.6542553191489362,-0.018617021276595747,35.29,Low Risk
NETFLIX INC,1,Low Risk Cluster,0.5212230215827338,0.24302788844621515,0.3115942028985507,0.8125899280575539,0.19748201438848922,27.27,Low Risk
NEUROCRINE BIOSCIENCES INC,1,Low Risk Cluster,0.2980561555075594,2.702114190129746,0.5144927536231885,0.03455723542116631,0.10367170626349892,32.46,Low Risk
NEWMONT Corp /DE/,1,Low Risk Cluster,0.40406162464985995,1.0551415797317436,0.3314558058925477,0.1174719887955182,0.12394957983193278,34.29,Low Risk
"NIKE, Inc.",1,Low Risk Cluster,0.2582012028430837,0.06953141870006478,0.7898358920063525,1.2659923455440132,0.08802624384909788,25.71,Low Risk
NVIDIA CORP,1,Low Risk Cluster,0.2394100580270793,0.22436787996665966,0.21430014138557868,1.0441972920696325,0.23428433268859034,20.46,Low Risk
NVR INC,1,Low Risk Cluster,0.3395904436860068,0.1298449612403101,1.4120603015075377,1.7610921501706485,0.22866894197952217,18.65,Low Risk
Nextpower Inc.,1,Low Risk Cluster,0.4890282131661442,0.1722972972972973,0.49358974358974356,0.9278996865203761,0.15987460815047022,26.68,Low Risk
ONTO INNOVATION INC.,1,Low Risk Cluster,0.11392405063291139,0.13861386138613863,1.296296296296296,0.4261603375527426,0.05907172995780591,26.03,Low Risk
ORACLE CORP,1,Low Risk Cluster,0.05610002375861249,0.21672473867595818,1.1424033880359978,0.34093608933238295,0.07388928486576384,22.74,Low Risk
"PINTEREST, INC.",1,Low Risk Cluster,0.13661202185792348,0.0995260663507109,1.2933333333333332,0.7686703096539161,0.07650273224043715,23.35,Low Risk
PRICE T ROWE GROUP INC,1,Low Risk Cluster,0.1596931659693166,0.8818565400843881,1.4759825327510916,0.16527196652719667,0.14574616457461645,23.42,Low Risk
PULTEGROUP INC/MI/,1,Low Risk Cluster,0.28033240997229913,0.6959247648902822,0.391304347826087,0.17673130193905817,0.12299168975069252,29.5,Low Risk
Palantir Technologies Inc.,1,Low Risk Cluster,0.15842696629213482,0.36383928571428564,1.0070921985815602,0.503370786516854,0.1831460674157303,16.87,Low Risk
Penumbra Inc,1,Low Risk Cluster,0.2185792349726776,0.1285714285714286,0.475,0.7650273224043715,0.09836065573770492,25.41,Low Risk
RAMBUS INC,1,Low Risk Cluster,0.11111111111111112,0.5897435897435898,1.0588235294117645,0.2549019607843137,0.1503267973856209,20.69,Low Risk
"REGENERON PHARMACEUTICALS, INC.",1,Low Risk Cluster,0.22928994082840237,0.7666098807495741,0.3354838709677419,0.14472386587771202,0.11094674556213018,30.28,Low Risk
RESMED INC,1,Low Risk Cluster,0.27050183598531213,0.47297297297297297,0.5475113122171945,0.3623011015911873,0.17135862913096694,23.86,Low Risk
"ROKU, INC",1,Low Risk Cluster,0.4018058690744921,0.018987341772151896,0.8932584269662922,1.069977426636569,0.020316027088036117,33.57,Low Risk
ROYAL CARIBBEAN CRUISES LTD,1,Low Risk Cluster,0.7537241710716003,1.8326180257510727,0.026139623844437358,0.05598270062469967,0.10259490629505046,62.04,Medium Risk
"Reddit, Inc.",1,Low Risk Cluster,0.09567901234567901,0.2409090909090909,2.062343250397037,0.6790123456790124,0.16358024691358025,14.18,Low Risk
Rocket Lab Corp,1,Low Risk Cluster,0.25862068965517243,-0.33333333333333337,1.3833333333333333,0.25862068965517243,-0.08620689655172414,45.61,Low Risk
Roivant Sciences Ltd.,1,Low Risk Cluster,0.04595588235294117,-1.1290566037735847,2.062343250397037,0.010682364440721926,-0.03125,50.13,Low Risk
SEI INVESTMENTS CO,1,Low Risk Cluster,0.16044776119402984,0.3130434782608696,0.930232558139535,0.8582089552238805,0.26865671641791045,12.34,Low Risk
SOUTHERN COPPER CORP/,1,Low Risk Cluster,0.4417680074836296,0.35187969924812024,0.45526733721545787,0.31103835360149673,0.10944808231992516,30.87,Low Risk
SPDR GOLD TRUST,1,Low Risk Cluster,0.04503148378965643,2.702114190129746,0.08928571428571429,0.0647427149393915,0.28538171309304006,36.69,Low Risk
"ServiceNow, Inc.",1,Low Risk Cluster,0.5019201228878648,0.9067357512953368,0.28538638102524866,0.07411674347158217,0.06720430107526881,39.71,Low Risk
Snap-on Inc,1,Low Risk Cluster,0.2925089179548157,0.19767441860465115,0.6585365853658537,0.6135552913198573,0.12128418549346016,23.22,Low Risk
"Super Micro Computer, Inc.",1,Low Risk Cluster,0.550641940085592,0.42338709677419356,0.6696891191709845,0.1768901569186876,0.07489300998573467,35.66,Low Risk
"T-Mobile US, Inc.",1,Low Risk Cluster,0.04503148378965643,0.2706896551724138,0.8199121522693996,0.18518518518518517,0.05012771392081737,25.69,Low Risk
THERMO FISHER SCIENTIFIC INC.,1,Low Risk Cluster,0.08559905745876382,0.3202676864244742,1.0428798305982,0.1895957948160232,0.060721406561537065,24.29,Low Risk
TJX COMPANIES INC /DE/,1,Low Risk Cluster,0.29748031496062993,0.16712517193947732,0.5643197458973002,0.9159055118110235,0.1530708661417323,21.57,Low Risk
TYLER TECHNOLOGIES INC,1,Low Risk Cluster,0.34397163120567376,0.653061224489796,0.5257731958762887,0.08687943262411348,0.056737588652482275,32.72,Low Risk
Texas Pacific Land Corp,1,Low Risk Cluster,0.09876543209876543,0.6,0.8750000000000001,0.49382716049382713,0.2962962962962963,15.12,Low Risk
"Toast, Inc.",1,Low Risk Cluster,0.3238095238095238,0.055284552845528454,1.3235294117647058,1.9523809523809526,0.10793650793650794,25.03,Low Risk
Tradeweb Markets Inc.,1,Low Risk Cluster,0.12210012210012211,0.9101123595505618,2.062343250397037,0.10866910866910867,0.09890109890109891,24.09,Low Risk
UNITED PARCEL SERVICE INC,1,Low Risk Cluster,0.12922424408263783,0.08456049795050857,0.6236103758602435,0.9012176768367766,0.07620741551511835,25.14,Low Risk
UNITED THERAPEUTICS Corp,1,Low Risk Cluster,0.09898477157360407,0.8986486486486487,2.0,0.18781725888324874,0.16878172588832488,21.16,Low Risk
Ubiquiti Inc.,1,Low Risk Cluster,0.54421768707483,0.27626459143968873,0.18749999999999997,1.748299319727891,0.31078385848535156,24.99,Low Risk
"United Airlines Holdings, Inc.",1,Low Risk Cluster,0.12354480052321778,0.08876523582405935,0.6289041821069349,0.4936559843034663,0.04381948986265533,30.96,Low Risk
