Company,Cluster,Cluster_Label,Debt_Ratio,Profit_Margin,Cash_Ratio,Asset_Efficiency,Return_on_Assets,PRS_Score,Risk_Level
ENTERGY CORP /DE/,0,Medium Risk Cluster,0.1313812769508972,0.18223938223938224,0.2043409211222869,0.1801363193768257,0.032827931562108774,36.89,Low Risk
ENTERPRISE PRODUCTS PARTNERS L.P.,0,Medium Risk Cluster,0.12124518613607188,0.11045627376425854,0.10269984118581259,0.6752246469833119,0.07458279845956353,35.09,Low Risk
EOG RESOURCES INC,0,Medium Risk Cluster,0.18233590733590735,0.22006186478126383,0.3599788247750132,0.4368725868725869,0.09613899613899615,26.37,Low Risk
EQT Corp,0,Medium Risk Cluster,0.34529791816223976,0.2361111111111111,0.007623007623007623,0.20674802584350324,0.048815506101938265,52.61,Low Risk
EQUIFAX INC,0,Medium Risk Cluster,0.6011804384485666,0.10873146622734761,0.025245441795231416,0.5118043844856661,0.05564924114671164,57.97,Medium Risk
EQUINIX INC,0,Medium Risk Cluster,0.6467364225211759,0.225,0.06664098613251156,0.14947683109118087,0.033632286995515695,56.37,Medium Risk
EQUITY LIFESTYLE PROPERTIES INC,0,Medium Risk Cluster,0.6834782608695652,0.26143790849673204,0.010178117048346055,0.26608695652173914,0.06956521739130435,60.3,Medium Risk
EQUITY RESIDENTIAL,0,Medium Risk Cluster,0.4501204819277108,0.4148148148148148,0.006423982869379015,0.13012048192771086,0.05397590361445784,55.28,Medium Risk
"ESSEX PROPERTY TRUST, INC.",0,Medium Risk Cluster,0.5638297872340425,0.20634920634920637,0.01078167115902965,0.14361702127659573,0.029635258358662615,61.63,Medium Risk
ESTEE LAUDER COMPANIES INC,0,Medium Risk Cluster,0.4394167923579688,0.04745289602233078,0.2494279176201373,0.7204625439919558,0.03418803418803419,40.36,Low Risk
"EVEREST GROUP, LTD.",0,Medium Risk Cluster,0.752679571268597,0.09085714285714286,0.014027630180658874,0.2799552071668533,0.025435930251159818,71.95,High Risk
EVERSOURCE ENERGY,0,Medium Risk Cluster,0.1480639598683179,-0.03173431734317343,0.01482265749073584,0.21241573914406647,-0.0067408684746825525,64.96,Medium Risk
EXELON CORP,0,Medium Risk Cluster,0.752938148751823,0.0482275350370981,0.007177851202005241,0.2081152955305825,0.010036887706957194,78.84,High Risk
EXPAND ENERGY Corp,0,Medium Risk Cluster,0.343230823612584,0.15016501650165018,0.06385169927909372,0.42841993637327674,0.06433368681512902,44.17,Low Risk
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,0,Medium Risk Cluster,1.9314928425357876,0.1170520231213873,0.13869772366331393,1.4151329243353783,0.16564417177914112,49.34,Low Risk
EXXON MOBIL CORP,0,Medium Risk Cluster,0.40614281259744306,0.09521482762946741,0.058568686591719224,0.6746269321573367,0.06423448705955721,46.46,Low Risk
EchoStar CORP,0,Medium Risk Cluster,0.8647140864714087,-0.19640000000000002,0.05053763440860214,0.34867503486750345,-0.06847977684797768,77.33,High Risk
Elanco Animal Health Inc,0,Medium Risk Cluster,0.5097305389221557,-0.04883227176220807,0.08076358296622616,0.35254491017964074,-0.01721556886227545,62.24,Medium Risk
"Elevance Health, Inc.",0,Medium Risk Cluster,0.6376656514939502,0.02842507030936119,0.12249903188330967,1.638982632315417,0.046588196559387604,47.91,Low Risk
Encompass Health Corp,0,Medium Risk Cluster,0.53737658674189,0.09595959595959594,0.018372703412073494,0.8377997179125529,0.08039492242595205,52.88,Low Risk
Energy Transfer LP,0,Medium Risk Cluster,0.06684832613773091,0.05178863689501987,0.13446267866596082,0.6054214735650082,0.03135395286290608,38.54,Low Risk
"Equitable Holdings, Inc.",0,Medium Risk Cluster,0.9943708921664203,-0.1183533447684391,0.03940543959519292,0.036667819742759206,-0.004339759111921758,89.71,Very High Risk
"Essential Utilities, Inc.",0,Medium Risk Cluster,0.4853545734840699,0.25101214574898784,0.0031762837480148226,0.12692702980472764,0.03186022610483042,60.15,Medium Risk
Evercore Inc.,0,Medium Risk Cluster,0.5671641791044776,0.15206185567010308,0.47039473684210525,0.7238805970149254,0.11007462686567163,32.72,Low Risk
"Evergy, Inc.",0,Medium Risk Cluster,0.2782032400589102,0.1442953020134228,0.0021175224986765486,0.1755522827687776,0.025331369661266565,59.07,Medium Risk
"Everpure, Inc.",0,Medium Risk Cluster,0.6717171717171717,0.03470031545741325,0.2706766917293233,0.8005050505050505,0.02777777777777778,47.77,Low Risk
"Expedia Group, Inc.",0,Medium Risk Cluster,0.3862985685071575,0.08757637474541752,0.5727898358920064,0.6024539877300614,0.05276073619631902,34.38,Low Risk
Extra Space Storage Inc.,0,Medium Risk Cluster,0.5105946684894053,0.2869822485207101,0.009370816599732264,0.11551606288448393,0.03315105946684894,58.81,Medium Risk
FASTENAL CO,0,Medium Risk Cluster,1.8702970297029704,0.15365853658536588,0.02964531498147168,1.6237623762376237,0.2495049504950495,54.85,Low Risk
FEDEX CORP,0,Medium Risk Cluster,0.10778272281182244,0.062490450725744835,0.5823186871360508,0.7468903343603789,0.046673513636882345,28.4,Low Risk
FIFTH THIRD BANCORP,0,Medium Risk Cluster,0.8986379326429704,0.31246125232486055,0.0019335582662860108,0.037620113816587364,0.011754827875734676,74.32,High Risk
FIRST CITIZENS BANCSHARES INC /DE/,0,Medium Risk Cluster,0.9031780583369613,0.23165618448637318,0.04352646293261351,0.041532433609055286,0.009621245102307358,69.75,High Risk
FIRST HORIZON CORP,0,Medium Risk Cluster,0.8909155937052934,0.28654970760233917,0.011106650608858556,0.0407725321888412,0.01168335717691941,72.2,High Risk
FIRSTENERGY CORP,0,Medium Risk Cluster,0.7509838998211091,0.06759443339960239,0.0014292520247737017,0.2699463327370304,0.018246869409660107,77.09,High Risk
FISERV INC,0,Medium Risk Cluster,0.6778984150755023,0.16422840962718263,0.014727540500736378,0.2644452764258081,0.04342942718083115,63.61,Medium Risk
"FIVE BELOW, INC",0,Medium Risk Cluster,0.5829493087557603,0.06443298969072166,0.0790513833992095,0.8940092165898618,0.0576036866359447,49.55,Low Risk
FLEX LTD.,0,Medium Risk Cluster,0.7279651795429816,0.029288702928870293,0.1711509715994021,1.5603917301414583,0.04570184983677911,48.25,Low Risk
FORD MOTOR CO,0,Medium Risk Cluster,0.8755706183427859,0.03178550191902265,0.09226637175132317,0.6397496195877714,0.02033476276110112,62.83,Medium Risk
FRANKLIN RESOURCES INC,0,Medium Risk Cluster,0.561631139944393,0.09012131715771231,0.2557755775577558,0.17825146740809392,0.016064257028112452,53.09,Low Risk
FREEPORT-MCMORAN INC,0,Medium Risk Cluster,0.471033178614406,0.037823234272481666,0.13941605839416057,0.44541860065325767,0.01684717208182912,51.78,Low Risk
FTAI Aviation Ltd.,0,Medium Risk Cluster,0.9244851258581236,-0.043824701195219126,0.07425742574257425,0.574370709382151,-0.02517162471395881,69.73,High Risk
Fabrinet,0,Medium Risk Cluster,0.30035335689045933,0.09649122807017545,0.36470588235294116,1.2084805653710247,0.1166077738515901,27.29,Low Risk
Ferguson Enterprises Inc. /DE/,0,Medium Risk Cluster,0.6711787930062042,0.06046814044213264,0.05630252100840336,1.7349125775521714,0.10490693739424704,51.93,Low Risk
"Fidelity National Financial, Inc.",0,Medium Risk Cluster,0.9177139711953032,0.04152249134948097,0.026389444222311074,0.1325566461792496,0.005504082194294101,82.82,Very High Risk
"Fidelity National Information Services, Inc.",0,Medium Risk Cluster,0.5849507315616601,0.03558052434456929,0.030627871362940276,0.31890116452672435,0.011346670647954613,67.59,High Risk
"Figma, Inc.",0,Medium Risk Cluster,0.35744680851063826,-1.1290566037735847,0.4761904761904762,0.451063829787234,-0.1869934611452238,46.76,Low Risk
Flutter Entertainment plc,0,Medium Risk Cluster,0.6687158469945355,0.12151270923744575,0.09346271705822269,0.27544398907103823,0.03346994535519125,57.71,Medium Risk
"Fortinet, Inc.",0,Medium Risk Cluster,0.8806544754571703,0.2720588235294118,0.27322404371584696,0.654475457170356,0.178055822906641,39.99,Low Risk
Fortive Corp,0,Medium Risk Cluster,0.8045144804088586,0.08992248062015502,0.04023292747485442,0.5494037478705281,0.049403747870528106,63.48,Medium Risk
Fox Corp,0,Medium Risk Cluster,0.40711206896551727,0.06572769953051644,0.03943885653785072,0.6426724137931035,0.04224137931034483,51.52,Low Risk
GARMIN LTD,0,Medium Risk Cluster,0.859417652411283,0.2289655172413793,0.2413975648491265,0.6596906278434941,0.15104640582347587,41.28,Low Risk
GARTNER INC,0,Medium Risk Cluster,0.9604449938195303,0.3613861386138614,0.22136422136422138,0.2496909765142151,0.09023485784919653,49.83,Low Risk
GE HealthCare Technologies Inc.,0,Medium Risk Cluster,0.7128149552966676,0.1008729388942774,0.1706575446598252,0.5586561907342185,0.0563532917908426,50.1,Low Risk
GE Vernova Inc.,0,Medium Risk Cluster,0.804823865439543,0.12818492251116365,0.007344242902208202,0.6040939384322437,0.07743573468740082,63.79,Medium Risk
GENERAC HOLDINGS INC.,0,Medium Risk Cluster,0.526032315978456,0.03800475059382423,0.11604095563139932,0.755834829443447,0.028725314183123875,48.59,Low Risk
GENERAL DYNAMICS CORP,0,Medium Risk Cluster,0.16497816593886463,0.08011417697431018,0.2466913710958179,0.9179039301310044,0.07353711790393012,30.21,Low Risk
GENERAL ELECTRIC CO,0,Medium Risk Cluster,0.854805254666974,0.1897491821155943,0.36264941134178275,0.3522316970116003,0.06683567642313898,47.84,Low Risk
GENERAL MILLS INC,0,Medium Risk Cluster,0.721499848805564,1.1274509803921569,0.015088013411567477,0.06168732990625945,0.06954944058058662,62.93,Medium Risk
GENUINE PARTS CO,0,Medium Risk Cluster,0.45408653846153846,0.002880658436213992,0.03493912122816305,1.1682692307692308,0.0033653846153846156,52.84,Low Risk
GLOBAL PAYMENTS INC,0,Medium Risk Cluster,0.5541807274090738,0.3517587939698492,0.2821380243572395,0.07461567304086988,0.026246719160104983,43.72,Low Risk
GLOBE LIFE INC.,0,Medium Risk Cluster,0.8062317429406037,0.19365609348914856,0.0024154589371980675,0.19441739694904253,0.037650113599480686,70.41,High Risk
GRACO INC,0,Medium Risk Cluster,2.639485060690944,0.23214285714285712,0.065643197458973,0.6850152905198778,0.15902140672782875,53.21,Low Risk
"Gaming & Leisure Properties, Inc.",0,Medium Risk Cluster,0.6119287374128582,0.5220125786163522,0.0037974683544303796,0.12316034082106894,0.06429124709527498,60.94,Medium Risk
Gen Digital Inc.,0,Medium Risk Cluster,0.8540994189799871,0.09580838323353294,0.07634164777021919,0.4312459651387992,0.04131697869593286,62.52,Medium Risk
General Motors Co,0,Medium Risk Cluster,0.7754550625711036,0.014593016971138255,0.09604804694663488,0.657778725824801,0.00959897610921502,61.63,Medium Risk
GoDaddy Inc.,0,Medium Risk Cluster,1.176214196762142,0.17777777777777778,0.0984647961884595,0.6164383561643836,0.10958904109589042,53.85,Low Risk
"Guardant Health, Inc.",0,Medium Risk Cluster,1.0497512437810945,-0.42857142857142855,0.18009478672985782,0.4875621890547264,-0.1869934611452238,67.39,High Risk
HALLIBURTON CO,0,Medium Risk Cluster,0.5801679328268692,0.07122982749026155,0.15230875258442453,0.7185125949620151,0.05117952818872451,45.71,Low Risk
"HARTFORD INSURANCE GROUP, INC.",0,Medium Risk Cluster,0.7793023255813953,0.1353542474444836,0.005558042375410325,0.32988372093023255,0.044651162790697675,69.1,High Risk
"HASBRO, INC.",0,Medium Risk Cluster,0.8990990990990991,-0.0595903165735568,0.9178356713426854,0.9675675675675676,-0.05765765765765766,50.93,Low Risk
"HCA Healthcare, Inc.",0,Medium Risk Cluster,0.7513175230566534,0.0896825396825397,0.022797018851380975,1.2450592885375493,0.1116600790513834,57.13,Medium Risk
"HEALTHPEAK PROPERTIES, INC.",0,Medium Risk Cluster,0.5914454277286135,0.024822695035460998,0.03906899418121363,0.13864306784660765,0.0034414945919370703,73.28,High Risk
HECLA MINING CO/DE/,0,Medium Risk Cluster,0.27247191011235955,0.4923076923076923,0.24742268041237114,0.18258426966292135,0.0898876404494382,31.89,Low Risk
HEICO CORP,0,Medium Risk Cluster,0.4294117647058823,0.15367483296213807,0.038356164383561646,0.5282352941176471,0.0811764705882353,46.47,Low Risk
HERSHEY CO,0,Medium Risk Cluster,0.6622998544395924,0.10797546012269939,0.06483516483516484,0.5931586608442504,0.06404657933042213,53.83,Low Risk
HF Sinclair Corp,0,Medium Risk Cluster,0.439733494851605,0.021585411239300332,0.1349862258953168,1.6274984857662023,0.035130224106602055,41.01,Low Risk
HOLOGIC INC,0,Medium Risk Cluster,1.0482796892341844,0.13902439024390245,0.20751720487030173,0.4550499445061043,0.06326304106548279,53.97,Low Risk
"HOME DEPOT, INC.",0,Medium Risk Cluster,0.9309196837286725,0.22378362042913266,0.01855163164953062,0.6885143570536829,0.1540782355389097,56.89,Medium Risk
HORMEL FOODS CORP /DE/,0,Medium Risk Cluster,0.7053771471247199,0.05234460196292257,0.07093700370566437,0.6848394324122479,0.035847647498132934,57.64,Medium Risk
HORTON D R INC /DE/,0,Medium Risk Cluster,0.3025091626726812,0.10481751824817517,0.2786579683131407,0.9656047363969552,0.10121229207781224,29.25,Low Risk
"HOST HOTELS & RESORTS, INC.",0,Medium Risk Cluster,0.4842911877394636,0.14285714285714288,0.12183544303797468,0.4130268199233716,0.05900383141762452,44.62,Low Risk
HP INC,0,Medium Risk Cluster,0.22611922432367726,0.045750452079566004,0.39068290100582315,1.3239166866171892,0.06056978692841752,29.6,Low Risk
HUBBELL INC,0,Medium Risk Cluster,0.5309842041312272,0.1523972602739726,0.10983981693363844,0.709599027946537,0.10814094775212636,39.74,Low Risk
HUBSPOT INC,0,Medium Risk Cluster,0.4649350649350649,0.35714285714285715,0.49162011173184356,0.03636363636363637,0.012987012987012988,39.81,Low Risk
HUMANA INC,0,Medium Risk Cluster,0.6372929871191986,0.009177849760913157,0.1347449470644851,2.650991617256185,0.02433040278061746,47.81,Low Risk
HUNT J B TRANSPORT SERVICES INC,0,Medium Risk Cluster,0.5498108448928122,0.08344923504867871,0.004587155963302752,0.9066834804539723,0.07566204287515763,56.27,Medium Risk
HUNTINGTON BANCSHARES INC /MD/,0,Medium Risk Cluster,0.8916973923859446,1.4166666666666665,0.013301449708563742,0.010682364440721926,0.009817422593398782,69.02,High Risk
"HUNTINGTON INGALLS INDUSTRIES, INC.",0,Medium Risk Cluster,0.6023529411764705,0.04807692307692307,0.08203125,0.9788235294117648,0.047058823529411764,50.13,Low Risk
Hewlett Packard Enterprise Co,0,Medium Risk Cluster,0.1881175075747596,0.001749271137026239,0.40406162464985995,0.4518508760374127,0.0007904096956922672,42.01,Low Risk
Hilton Worldwide Holdings Inc.,0,Medium Risk Cluster,1.3190220632081098,0.1212624584717608,0.04159132007233273,0.717948717948718,0.08706022659511031,61.77,Medium Risk
Howmet Aerospace Inc.,0,Medium Risk Cluster,0.5214669051878354,0.18303030303030304,0.1269296740994854,0.7379248658318426,0.13506261180679785,36.25,Low Risk
Hyatt Hotels Corp,0,Medium Risk Cluster,0.7393162393162395,-0.010683760683760686,0.07610789980732177,0.3333333333333333,-0.0035612535612535618,70.16,High Risk
IDEX CORP /DE/,0,Medium Risk Cluster,0.4184704184704185,0.13872832369942195,0.19999999999999998,0.4992784992784993,0.06926406926406926,37.29,Low Risk
ILLINOIS TOOL WORKS INC,0,Medium Risk Cluster,0.5848297213622292,0.06635071090047394,0.0899947061937533,0.9145510835913313,0.0606811145510836,48.49,Low Risk
"ILLUMINA, INC.",0,Medium Risk Cluster,1.4224397590361446,0.195852534562212,0.12069878242456325,0.6536144578313253,0.1280120481927711,50.88,Low Risk
INSULET CORP,0,Medium Risk Cluster,0.5266457680250783,0.09225092250922509,0.5416666666666667,0.8495297805642633,0.07836990595611286,34.64,Low Risk
INTERNATIONAL BUSINESS MACHINES CORP,0,Medium Risk Cluster,0.7844350803265736,0.15681919147045756,0.11406748363270103,0.4446273373716092,0.06972609955227811,52.98,Low Risk
INTERNATIONAL FLAVORS & FRAGRANCES INC,0,Medium Risk Cluster,0.3698120595144871,0.031221303948576678,0.06246691371095817,0.42638997650743937,0.013312451057165232,55.49,Medium Risk
INTERNATIONAL PAPER CO /NEW/,0,Medium Risk Cluster,0.24881454162276082,-0.12467202708421499,0.12175754367390153,0.6224973656480506,-0.07760800842992624,47.5,Low Risk
INTUIT INC.,0,Medium Risk Cluster,0.4667207792207792,0.20552310143388214,0.16695652173913042,0.5094696969696969,0.10470779220779221,35.49,Low Risk
IONIS PHARMACEUTICALS INC,0,Medium Risk Cluster,0.8607954545454545,-1.1290566037735847,0.12211221122112212,0.05681818181818182,-0.10795454545454546,80.14,Very High Risk
IQVIA HOLDINGS INC.,0,Medium Risk Cluster,0.7785571142284569,0.13963039014373718,0.08494208494208495,0.32531730126920505,0.04542418169672679,58.75,Medium Risk
IREN Ltd,0,Medium Risk Cluster,0.380952380952381,0.18,0.5,0.17006802721088435,0.030612244897959183,38.1,Low Risk
IRON MOUNTAIN INC,0,Medium Risk Cluster,0.4469947941315665,-0.011135857461024499,0.01694017998941239,0.2124940842404165,-0.0023663038334122105,70.85,High Risk
Ingersoll Rand Inc.,0,Medium Risk Cluster,0.44480874316939895,0.24369747899159663,0.15356265356265356,0.13005464480874315,0.03169398907103825,44.04,Low Risk
"Interactive Brokers Group, Inc.",0,Medium Risk Cluster,0.8992816374729384,0.015503875968992248,0.027137932921157737,0.012694351505609132,0.000196811651249754,88.41,Very High Risk
"Intercontinental Exchange, Inc.",0,Medium Risk Cluster,0.788224121557455,0.5677530017152659,0.007784986098239109,0.042588940024837464,0.024179998538972902,67.73,High Risk
Invesco Ltd.,0,Medium Risk Cluster,0.5201181247692875,0.10169491525423731,0.07381121362668559,0.19601328903654483,0.01993355481727575,58.2,Medium Risk
Invitation Homes Inc.,0,Medium Risk Cluster,0.4876873661670235,0.2161172161172161,0.014270032930845226,0.14614561027837258,0.031584582441113486,57.99,Medium Risk
"IonQ, Inc.",0,Medium Risk Cluster,0.4200913242009132,-0.4112903225806452,0.3731884057971015,0.1887366818873668,-0.0776255707762557,55.42,Medium Risk
J M SMUCKER Co,0,Medium Risk Cluster,0.6537585421412302,-0.15251084934903905,0.008710801393728223,0.4592824601366743,-0.07004555808656036,73.97,High Risk
JABIL INC,0,Medium Risk Cluster,0.918554476806904,0.02610759493670886,0.11332941867293012,1.3635382955771307,0.03559870550161812,57.14,Medium Risk
JACK HENRY & ASSOCIATES INC,0,Medium Risk Cluster,0.2993421052631579,0.2987012987012987,0.054945054945054944,0.506578947368421,0.1513157894736842,36.42,Low Risk
JACOBS SOLUTIONS INC.,0,Medium Risk Cluster,0.8395555555555556,0.019359145527369826,0.131286394917946,1.3315555555555556,0.025777777777777774,54.56,Low Risk
JOHNSON & JOHNSON,0,Medium Risk Cluster,0.5906831986346067,0.28453126658880984,0.16750233704427636,0.47281762963706636,0.1345313990261533,37.48,Low Risk
JONES LANG LASALLE INC,0,Medium Risk Cluster,0.5719101123595505,0.030245022970903524,0.05893909626719057,1.4674157303370787,0.044382022471910115,50.82,Low Risk
JPMORGAN CHASE & CO,0,Medium Risk Cluster,0.8501924230307892,0.26555220608386126,0.05930402424363567,0.22797131147540955,0.060538284686126084,59.34,Medium Risk
Jazz Pharmaceuticals plc,0,Medium Risk Cluster,0.8100343053173242,-0.75,0.1471678136580201,0.041166380789022294,-0.03087478559176672,77.64,High Risk
"Joby Aviation, Inc.",0,Medium Risk Cluster,0.21666666666666667,-1.1290566037735847,0.6153846153846153,0.02777777777777778,-0.1869934611452238,55.33,Medium Risk
Johnson Controls International plc,0,Medium Risk Cluster,0.2171850289931471,0.3323232323232323,0.04611650485436893,0.260938323668951,0.08671586715867159,41.05,Low Risk
KEYCORP /NEW/,0,Medium Risk Cluster,0.8894674042737825,0.2436750998668442,0.002271341463414634,0.040731098817659184,0.009925154572079401,75.72,High Risk
KIMBERLY CLARK CORP,0,Medium Risk Cluster,0.5523391812865497,0.12279635258358663,0.07305452620434091,0.9619883040935672,0.11812865497076022,42.9,Low Risk
KIMCO REALTY CORP,0,Medium Risk Cluster,0.4631792788217369,0.27102803738317754,0.023026315789473686,0.10868461147790756,0.029456576942610457,55.9,Medium Risk
"KINDER MORGAN, INC.",0,Medium Risk Cluster,0.5539518900343642,0.1806375442739079,0.001488833746898263,0.23285223367697597,0.04206185567010309,62.52,Medium Risk
KKR & Co. Inc.,0,Medium Risk Cluster,0.8009704003510997,0.12178828365878726,0.01631609387842075,0.04744721314673039,0.005778514653532941,77.22,High Risk
KROGER CO,0,Medium Risk Cluster,0.8426453819840366,0.018148450244698206,0.08930987821380243,2.7958950969213228,0.05074116305587229,55.76,Medium Risk
Karman Holdings Inc.,0,Medium Risk Cluster,0.4931972789115645,0.028571428571428574,0.01724137931034483,0.29761904761904756,0.008503401360544217,68.04,High Risk
Kenvue Inc.,0,Medium Risk Cluster,0.6022895125553914,0.09722222222222222,0.06499080318822809,0.5583456425406204,0.05428360413589365,53.46,Low Risk
Keurig Dr Pepper Inc.,0,Medium Risk Cluster,0.5398485394879192,0.1253012048192771,0.03440213760855043,0.29931482149296795,0.03750450775333574,58.24,Medium Risk
"Keysight Technologies, Inc.",0,Medium Risk Cluster,0.479646017699115,0.1579925650557621,0.3450184501845019,0.47610619469026544,0.07522123893805309,35.6,Low Risk
Kraft Heinz Co,0,Medium Risk Cluster,0.4890573419733463,-0.36528208307501553,0.0655,0.09860618657537595,-0.03601907323633696,71.54,High Risk
"L3HARRIS TECHNOLOGIES, INC. /DE/",0,Medium Risk Cluster,0.5233009708737864,0.2605177993527508,0.04962894248608535,0.15,0.03907766990291262,53.71,Low Risk
LABCORP HOLDINGS INC.,0,Medium Risk Cluster,0.5307232191408374,0.06308243727598567,0.054303278688524595,0.7585644371941271,0.047852093529091894,52.3,Low Risk
LAMAR ADVERTISING CO/NEW,0,Medium Risk Cluster,0.8528138528138529,0.0731556106633602,0.01015228426395939,1.1637806637806638,0.08513708513708514,63.2,Medium Risk
LAS VEGAS SANDS CORP,0,Medium Risk Cluster,0.9119525547445254,0.1251920122887865,0.192096048024012,0.593978102189781,0.07436131386861312,51.6,Low Risk
LATTICE SEMICONDUCTOR CORP,0,Medium Risk Cluster,0.1445578231292517,0.0,0.7647058823529411,0.33163265306122447,0.0,41.72,Low Risk
LENNAR CORP /NEW/,0,Medium Risk Cluster,0.35695614289863487,0.06083650190114069,0.305939788445891,0.99302933488237,0.06041243101945978,33.57,Low Risk
LENNOX INTERNATIONAL INC,0,Medium Risk Cluster,0.7156862745098039,0.15576923076923077,0.010273972602739725,1.2745098039215685,0.1985294117647059,51.95,Low Risk
LINCOLN ELECTRIC HOLDINGS INC,0,Medium Risk Cluster,0.6111111111111112,0.13829787234042554,0.1341991341991342,0.9947089947089947,0.1375661375661376,39.27,Low Risk
LINDE PLC,0,Medium Risk Cluster,0.5422713660446902,0.2030008826125331,0.10747663551401869,0.39149965445749835,0.07947477539737388,44.27,Low Risk
LOCKHEED MARTIN CORP,0,Medium Risk Cluster,0.8877005347593582,0.06688874083944037,0.07756024096385543,1.254177807486631,0.08389037433155079,56.0,Medium Risk
LOEWS CORP,0,Medium Risk Cluster,0.772553561088593,0.09051490514905149,0.00558387048418528,0.2136653155761436,0.019339895773016792,75.76,High Risk
LOWES COMPANIES INC,0,Medium Risk Cluster,1.3301624129930394,0.08318393689494442,0.030699459270887842,1.9412993039443156,0.16148491879350346,60.12,Medium Risk
LPL Financial Holdings Inc.,0,Medium Risk Cluster,0.7111952406706329,0.050618010594467334,0.0790874524714829,0.9188750676041103,0.04651162790697675,54.53,Low Risk
"Leidos Holdings, Inc.",0,Medium Risk Cluster,0.6323202372127501,0.08444962143273149,0.13012895662368115,1.272794662713121,0.10748702742772423,43.86,Low Risk
"Leonardo DRS, Inc.",0,Medium Risk Cluster,2.1035634743875278,0.07671232876712329,0.06881948120698783,0.8129175946547884,0.062360801781737196,61.87,Medium Risk
Liberty Media Corp,0,Medium Risk Cluster,0.4512987012987013,0.06965174129353235,0.1510791366906475,0.522077922077922,0.03636363636363637,45.64,Low Risk
"Lineage, Inc.",0,Medium Risk Cluster,0.5182481751824818,-0.018656716417910446,0.01710261569416499,0.27945776850886345,-0.00521376433785193,71.39,High Risk
"Live Nation Entertainment, Inc.",0,Medium Risk Cluster,0.4122653862941947,0.01984126984126984,0.7506617257808363,1.0999563509384547,0.02182453077258839,34.09,Low Risk
Lumentum Holdings Inc.,0,Medium Risk Cluster,0.7298578199052134,0.075,0.16883116883116883,0.09478672985781991,0.007109004739336493,65.6,High Risk
LyondellBasell Industries N.V.,0,Medium Risk Cluster,0.27779411764705886,0.11276948590381426,0.3642138697723663,0.8867647058823529,0.09999999999999999,27.31,Low Risk
M&T BANK CORP,0,Medium Risk Cluster,0.8633319282469206,0.29564315352697096,0.00770357510985732,0.04515011006510234,0.013348320921736687,71.68,High Risk
"MACOM Technology Solutions Holdings, Inc.",0,Medium Risk Cluster,0.37142857142857144,-0.051546391752577324,0.14102564102564102,0.4619047619047619,-0.023809523809523808,51.68,Low Risk
"MADRIGAL PHARMACEUTICALS, INC.",0,Medium Risk Cluster,0.5238095238095238,-1.1290566037735847,0.30303030303030304,0.14285714285714285,-0.1869934611452238,61.41,Medium Risk
MARKEL GROUP INC.,0,Medium Risk Cluster,0.7226817588158467,0.13604126370083816,0.07951807228915662,0.22507618632999565,0.030619648817297923,60.39,Medium Risk
MARRIOTT INTERNATIONAL INC /MD/,0,Medium Risk Cluster,0.3429557007988381,0.09927453226422299,0.038115404976177866,0.9509803921568628,0.0944081336238199,43.07,Low Risk
"MARSH & MCLENNAN COMPANIES, INC.",0,Medium Risk Cluster,0.16087548969511156,0.1541882876204596,0.2848067760719957,0.459546925566343,0.07085675353432123,29.9,Low Risk
MARTIN MARIETTA MATERIALS INC,0,Medium Risk Cluster,0.4639230358097274,0.18536585365853656,0.00806451612903226,0.3287012292891502,0.06092998396579369,55.38,Medium Risk
MASCO CORP /DE/,0,Medium Risk Cluster,0.9846153846153846,0.10714285714285715,0.126953125,1.4538461538461538,0.15576923076923077,49.69,Low Risk
MASIMO CORP,0,Medium Risk Cluster,0.5764705882352941,-0.12096774193548386,0.15306122448979592,0.7294117647058823,-0.08823529411764706,51.99,Low Risk
MASTEC INC,0,Medium Risk Cluster,0.6643145161290323,0.027972027972027972,0.06069802731411229,1.4415322580645162,0.040322580645161296,54.19,Low Risk
MCCORMICK & CO INC,0,Medium Risk Cluster,0.5628787878787879,0.11549707602339182,0.013458950201884255,0.5181818181818182,0.05984848484848485,57.51,Medium Risk
MCDONALDS CORP,0,Medium Risk Cluster,0.1586861559139785,0.3183339531424321,0.08152461619904712,0.4517809139784946,0.14381720430107528,31.64,Low Risk
MCKESSON CORP,0,Medium Risk Cluster,0.1256986957678999,0.029354032833690223,0.6024351508734781,1.491615650785201,0.04378493478839499,26.33,Low Risk
MERCADOLIBRE INC,0,Medium Risk Cluster,0.8418092336536208,0.06922810661128417,0.10217149220489977,0.677056479962503,0.04687133817670494,57.71,Medium Risk
METLIFE INC,0,Medium Risk Cluster,0.9131151280915792,0.04385054488842761,0.03237677572579521,0.10343948360776736,0.004535877719178174,82.65,Very High Risk
METTLER TOLEDO INTERNATIONAL INC/,0,Medium Risk Cluster,1.0080862533692723,0.21588089330024812,0.018716577540106954,1.0862533692722374,0.23450134770889489,54.11,Low Risk
MGM Resorts International,0,Medium Risk Cluster,0.9209572153734591,0.021406727828746176,0.05406824146981627,0.23712835387962294,0.005076142131979696,78.33,High Risk
MICROCHIP TECHNOLOGY INC,0,Medium Risk Cluster,0.614508783344177,-0.0,0.08152461619904712,0.34808067664281067,-0.0,65.33,High Risk
MICRON TECHNOLOGY INC,0,Medium Risk Cluster,0.3457729468599034,0.2810134912800263,0.3367097450227035,0.3670289855072464,0.10314009661835748,29.33,Low Risk
